724940:23234,2008,01,05,12,7.8,5.0,1009.5,120,4.1,2,0.0,0.0
724940:23234,2008,01,05,13,8.3,5.0,1009.6,140,3.1,2,0.0,0.0
724940:23234,2008,01,05,14,8.9,5.0,1009.7,130,6.2,7,0.0,0.0
724940:23234,2008,01,05,15,8.3,5.0,1009.5,140,5.1,7,0.0,0.0
724940:23234,2008,01,05,16,8.3,5.0,1009.5,140,3.6,7,0.0,0.0
724940:23234,2008,01,05,17,10.0,5.6,1008.9,130,5.1,7,0.0,0.0
724940:23234,2008,01,05,18,10.6,6.1,1008.7,170,7.7,6,-0.1,-0.1
724940:23234,2008,01,05,19,11.1,6.7,1008.5,180,10.3,8,0.0,0.0
724940:23234,2008,01,05,20,10.6,7.2,1008.2,220,10.3,8,0.5,0.0
724940:23234,2008,01,05,21,10.0,8.3,1007.6,210,7.7,8,0.7,0.0
724940:23234,2008,01,05,22,9.4,7.2,1007.4,240,8.2,8,0.1,0.0
724940:23234,2008,01,05,23,8.9,7.8,1006.4,150,5.1,8,0.1,0.0
724940:23234,2008,01,06,00,10.6,8.3,1006.1,190,3.6,6,-0.1,1.6
724940:23234,2008,01,06,01,9.4,7.8,1006.3,170,4.1,4,0.0,0.0
724940:23234,2008,01,06,02,8.9,6.1,1006.0,150,3.1,7,0.0,0.0
724940:23234,2008,01,06,03,9.4,6.7,1006.4,130,2.6,8,0.0,0.0
724940:23234,2008,01,06,04,10.0,6.7,1006.5,180,4.6,8,0.0,0.0
724940:23234,2008,01,06,05,9.4,6.1,1006.8,230,5.7,8,0.0,0.0
724940:23234,2008,01,06,06,9.4,6.1,1007.7,260,10.3,8,0.0,0.2
724940:23234,2008,01,06,07,9.4,7.2,1008.5,260,7.2,4,0.1,0.0
724940:23234,2008,01,06,08,0.0,999.9,0.0,0,0.0,2,0.0,0.0
724940:23234,2008,01,06,09,8.9,5.0,1010.0,250,4.1,7,0.0,0.0
724940:23234,2008,01,06,10,8.9,3.9,1010.4,250,4.1,2,0.0,0.0
724940:23234,2008,01,06,11,7.8,4.4,1011.0,170,2.6,7,0.0,0.0
724940:23234,2008,01,06,12,7.8,3.3,1011.3,260,1.5,6,-0.1,0.2
724940:23234,2008,01,06,13,6.1,4.4,1011.7,200,3.1,2,0.0,0.0
724940:23234,2008,01,06,14,5.6,3.9,1012.2,200,2.1,4,0.0,0.0
724940:23234,2008,01,06,15,6.1,4.4,1012.8,140,2.1,7,0.0,0.0
724940:23234,2008,01,06,16,6.1,4.4,1013.2,160,2.6,7,0.0,0.0
724940:23234,2008,01,06,17,7.2,4.4,1013.6,130,1.5,7,0.0,0.0
724940:23234,2008,01,06,18,9.4,3.9,1014.0,220,2.6,6,-0.1,-0.1
724940:23234,2008,01,06,19,9.4,4.4,1013.9,310,1.5,7,0.0,0.0
724940:23234,2008,01,06,20,10.0,5.6,1013.5,90,2.1,7,0.0,0.0
724940:23234,2008,01,06,21,10.0,5.0,1011.7,130,5.7,8,0.0,0.0
724940:23234,2008,01,06,22,10.6,4.4,1011.6,110,2.1,8,0.0,0.0
724940:23234,2008,01,06,23,10.6,3.9,1010.7,170,2.6,8,0.0,0.0
724940:23234,2008,01,07,00,10.0,4.4,1010.4,120,3.1,8,0.0,0.0
724940:23234,2008,01,07,01,10.0,5.0,1010.4,110,3.6,8,0.0,0.0
724940:23234,2008,01,07,02,9.4,5.0,1010.6,0,3.1,8,-0.1,0.0
724940:23234,2008,01,07,03,8.9,4.4,1010.9,180,4.1,8,-0.1,0.0
724940:23234,2008,01,07,04,8.3,4.4,1011.5,230,2.6,8,-0.1,0.0
724940:23234,2008,01,07,05,8.3,5.0,1011.9,290,3.1,8,-0.1,0.0
724940:23234,2008,01,07,06,8.3,6.1,1012.6,260,3.1,8,0.0,0.0
724940:23234,2008,01,07,07,7.8,5.9,1013.4,0,0.0,8,0.0,0.0
724940:23234,2008,01,07,08,0.0,999.9,0.0,0,0.0,8,0.0,0.0
724940:23234,2008,01,07,09,7.8,4.5,1013.8,0,0.0,8,-0.1,0.0
724940:23234,2008,01,07,10,8.3,3.8,1014.3,0,0.0,8,-0.1,0.0
724940:23234,2008,01,07,11,7.8,3.8,1014.6,140,2.6,8,0.0,0.0
724940:23234,2008,01,07,12,7.8,7.2,1014.6,130,2.6,8,0.0,0.0
724940:23234,2008,01,07,13,7.8,6.7,1015.2,150,2.1,8,-0.1,0.0
724940:23234,2008,01,07,14,7.2,6.1,1016.1,0,0.0,7,0.0,0.0
724940:23234,2008,01,07,15,7.2,5.0,1016.8,300,2.1,2,0.0,0.0
724940:23234,2008,01,07,16,7.2,4.4,1017.7,280,1.5,2,0.0,0.0
724940:23234,2008,01,07,17,8.9,4.4,1018.7,270,2.1,2,0.0,0.0
724940:23234,2008,01,07,18,10.0,4.4,1020.1,290,4.6,4,0.0,-0.1
724940:23234,2008,01,07,19,10.0,3.3,1020.2,290,3.6,7,0.0,0.0
724940:23234,2008,01,07,20,10.0,2.2,1020.2,290,5.7,7,0.0,0.0
724940:23234,2008,01,07,21,11.1,3.3,1020.8,290,6.2,7,0.0,0.0
724940:23234,2008,01,07,22,10.6,2.2,1020.8,270,3.6,4,0.0,0.0
724940:23234,2008,01,07,23,10.6,1.7,1020.6,280,3.6,4,0.0,0.0
724940:23234,2008,01,08,00,10.0,1.7,1021.1,250,3.6,4,0.0,0.0
724940:23234,2008,01,08,01,9.4,2.8,1021.5,260,4.1,7,0.0,0.0
724940:23234,2008,01,08,02,8.9,2.2,1022.0,250,3.6,4,0.0,0.0
724940:23234,2008,01,08,03,7.8,2.8,1021.9,240,3.1,4,0.0,0.0
724940:23234,2008,01,08,04,7.8,2.8,1022.2,0,0.0,4,0.0,0.0
724940:23234,2008,01,08,05,7.8,2.8,1022.4,230,1.5,4,0.0,0.0
724940:23234,2008,01,08,06,7.8,3.3,1022.8,0,0.0,6,0.0,0.0
724940:23234,2008,01,08,07,7.2,3.9,1022.0,160,2.1,7,0.0,0.0
724940:23234,2008,01,08,08,0.0,999.9,0.0,0,0.0,7,0.0,0.0
724940:23234,2008,01,08,09,7.8,2.2,1021.4,160,2.1,7,0.0,0.0
724940:23234,2008,01,08,10,7.2,3.3,1021.8,0,0.0,7,0.0,0.0
724940:23234,2008,01,08,11,6.7,3.3,1022.0,170,2.1,7,0.0,0.0
724940:23234,2008,01,08,12,6.7,3.3,1021.7,130,2.6,6,0.0,0.0
724940:23234,2008,01,08,13,6.7,2.8,1021.6,120,1.5,7,0.0,0.0
724940:23234,2008,01,08,14,6.1,3.9,1021.2,140,3.6,7,0.0,0.0
724940:23234,2008,01,08,15,6.7,3.9,1021.1,130,3.6,7,0.0,0.0
724940:23234,2008,01,08,16,7.8,3.3,1020.0,110,6.7,8,0.0,0.0
724940:23234,2008,01,08,17,8.3,4.4,1019.6,120,5.7,8,0.0,0.0
724940:23234,2008,01,08,18,8.9,4.4,1020.5,110,4.6,8,0.0,0.0
724940:23234,2008,01,08,19,9.4,6.1,1020.2,110,4.6,8,0.0,0.0
724940:23234,2008,01,08,20,10.0,9.4,1018.3,120,3.6,8,0.0,0.0
724940:23234,2008,01,08,21,12.2,10.6,1015.5,150,10.8,7,0.0,0.0
724940:23234,2008,01,08,22,11.1,10.0,1014.8,170,12.4,8,0.0,0.0
724940:23234,2008,01,08,23,11.7,11.1,1016.0,170,7.2,7,0.0,0.0
724940:23234,2008,01,09,00,11.7,11.1,1016.2,200,9.8,8,-0.1,0.2
724940:23234,2008,01,09,01,11.1,10.6,1017.0,190,6.7,7,0.0,0.0
724940:23234,2008,01,09,02,11.7,11.1,1017.6,200,4.6,7,-0.1,0.0
724940:23234,2008,01,09,03,11.7,11.1,1018.9,260,4.6,8,-0.1,0.0
724940:23234,2008,01,09,04,11.7,11.1,1020.2,280,4.1,8,0.0,0.0
724940:23234,2008,01,09,05,11.1,10.0,1020.8,260,5.1,4,0.0,0.0
724940:23234,2008,01,09,06,10.6,8.3,1021.5,250,2.6,4,0.0,0.0
724940:23234,2008,01,09,07,10.0,7.8,1022.3,190,2.6,0,0.0,0.0
724940:23234,2008,01,09,08,0.0,999.9,0.0,0,0.0,2,0.0,0.0
724940:23234,2008,01,09,09,10.6,7.8,1022.8,250,4.6,4,0.0,0.0
724940:23234,2008,01,09,10,10.0,7.8,1023.5,260,2.1,4,0.0,0.0
724940:23234,2008,01,09,11,10.0,7.8,1024.0,290,2.6,7,0.0,0.0
724940:23234,2008,01,09,12,9.4,7.8,1023.8,330,1.5,2,0.0,0.0
724940:23234,2008,01,09,13,7.8,6.7,1023.7,210,1.5,0,0.0,0.0
724940:23234,2008,01,09,14,8.3,6.7,1023.6,0,0.0,2,0.0,0.0
724940:23234,2008,01,09,15,7.2,6.1,1024.0,0,0.0,2,0.0,0.0
724940:23234,2008,01,09,16,8.3,7.2,1024.5,0,0.0,7,0.0,0.0
724940:23234,2008,01,09,17,8.9,7.2,1025.0,0,0.0,7,0.0,0.0
724940:23234,2008,01,09,18,9.4,7.8,1025.9,0,0.0,8,0.0,0.0
724940:23234,2008,01,09,19,9.4,7.8,1026.4,360,2.1,7,0.0,0.0
724940:23234,2008,01,09,20,9.4,7.8,1025.8,10,3.6,7,0.0,0.0
724940:23234,2008,01,09,21,10.0,7.8,1025.2,20,2.6,8,0.0,0.0
724940:23234,2008,01,09,22,9.4,7.8,1024.2,40,3.1,8,0.0,0.0
724940:23234,2008,01,09,23,9.4,7.8,1024.5,340,1.5,8,0.0,0.0
724940:23234,2008,01,10,00,10.0,6.7,1024.1,0,0.0,8,0.0,0.0
724940:23234,2008,01,10,01,9.4,7.8,1024.2,70,1.5,7,0.0,0.0
724940:23234,2008,01,10,02,8.9,7.2,1024.6,360,2.6,8,0.0,0.0
724940:23234,2008,01,10,03,9.4,7.8,1024.3,360,1.5,8,0.0,0.0
724940:23234,2008,01,10,04,9.4,7.8,1024.9,360,2.1,8,0.0,0.0
724940:23234,2008,01,10,05,9.4,7.8,1024.3,0,0.0,8,-0.1,0.0
724940:23234,2008,01,10,06,9.4,7.8,1024.1,0,0.0,8,-0.1,0.0
724940:23234,2008,01,10,07,9.4,7.8,1024.6,0,0.0,7,-0.1,0.0
724940:23234,2008,01,10,08,0.0,999.9,0.0,0,0.0,8,0.0,0.0
724940:23234,2008,01,10,09,9.4,7.8,1024.4,60,2.6,8,-0.1,0.0
724940:23234,2008,01,10,10,9.4,7.8,1025.0,70,2.6,8,0.0,0.0
724940:23234,2008,01,10,11,9.4,7.8,1023.8,160,4.1,8,-0.1,0.0
724940:23234,2008,01,10,12,9.4,7.2,1023.6,0,0.0,8,0.0,0.0
724940:23234,2008,01,10,13,9.4,7.8,1023.3,0,0.0,8,-0.1,0.0
724940:23234,2008,01,10,14,9.4,7.8,1023.4,100,2.1,8,-0.1,0.0
724940:23234,2008,01,10,15,9.4,7.8,1023.4,100,2.6,8,0.0,0.0
724940:23234,2008,01,10,16,9.4,8.3,1023.7,110,2.6,8,0.0,0.0
724940:23234,2008,01,10,17,9.4,8.3,1024.3,90,2.6,8,0.0,0.0
724940:23234,2008,01,10,18,9.4,8.3,1024.9,0,0.0,8,-0.1,0.2
724940:23234,2008,01,10,19,9.4,8.3,1024.7,30,2.6,8,-0.1,0.0
724940:23234,2008,01,10,20,10.0,7.8,1024.2,0,0.0,8,0.0,0.0
724940:23234,2008,01,10,21,10.0,7.8,1023.5,0,0.0,8,-0.1,0.0
724940:23234,2008,01,10,22,10.0,8.0,0.0,100,1.5,8,-0.1,0.0
724940:23234,2008,01,10,23,10.0,8.3,1022.6,330,1.5,8,0.0,0.0
724940:23234,2008,01,11,00,10.0,8.3,1023.1,340,2.1,8,0.0,0.0
724940:23234,2008,01,11,01,10.0,8.9,1022.6,0,0.0,8,0.0,0.0
724940:23234,2008,01,11,02,10.0,8.9,1022.8,0,0.0,8,0.0,0.0
724940:23234,2008,01,11,03,10.0,8.9,1022.7,0,0.0,8,0.0,0.0
724940:23234,2008,01,11,04,10.0,9.4,1023.0,0,0.0,8,0.0,0.0
724940:23234,2008,01,11,05,10.0,9.4,1023.4,20,2.1,8,0.0,0.0
724940:23234,2008,01,11,06,10.0,9.4,1023.3,0,0.0,8,0.0,0.0
724940:23234,2008,01,11,07,10.0,8.9,1023.7,10,3.1,8,0.0,0.0
724940:23234,2008,01,11,08,0.0,999.9,0.0,0,0.0,8,0.0,0.0
724940:23234,2008,01,11,09,0.0,999.9,1023.8,0,0.0,8,0.0,0.0
724940:23234,2008,01,11,10,10.0,9.4,1023.6,110,1.5,8,0.0,0.0
724940:23234,2008,01,11,11,0.0,999.9,1023.8,0,0.0,8,0.0,0.0
724940:23234,2008,01,11,12,0.0,999.9,1023.8,0,0.0,0,0.0,0.0
724940:23234,2008,01,11,13,0.0,999.9,1023.8,50,1.5,8,0.0,0.0
724940:23234,2008,01,11,14,0.0,999.9,1024.2,0,0.0,8,0.0,0.0
724940:23234,2008,01,11,15,0.0,999.9,1024.2,10,1.5,8,0.0,0.0
724940:23234,2008,01,11,16,13.3,8.9,1024.2,50,1.5,8,0.0,0.0
724940:23234,2008,01,11,17,13.3,8.9,1025.1,10,2.6,8,0.0,0.0
724940:23234,2008,01,11,18,10.0,8.3,1025.7,60,3.1,8,0.0,0.0
724940:23234,2008,01,11,19,10.6,8.3,1025.0,90,2.6,8,0.0,0.0
724940:23234,2008,01,11,20,10.6,8.3,1024.3,50,4.1,8,0.0,0.0
724940:23234,2008,01,11,21,10.6,8.3,1023.5,50,3.6,8,0.0,0.0
724940:23234,2008,01,11,22,11.1,7.8,1023.3,0,0.0,8,0.0,0.0
724940:23234,2008,01,11,23,11.1,7.8,1022.5,0,0.0,7,0.0,0.0
724940:23234,2008,01,12,00,11.1,8.3,1022.3,30,1.5,6,0.0,0.0
724940:23234,2008,01,12,01,10.6,8.3,1022.6,0,0.0,7,0.0,0.0
724940:23234,2008,01,12,02,10.0,8.3,1022.9,0,0.0,7,0.0,0.0
724940:23234,2008,01,12,03,10.0,8.3,1022.9,50,2.1,4,0.0,0.0
724940:23234,2008,01,12,04,10.0,7.8,1023.0,50,3.1,7,0.0,0.0
724940:23234,2008,01,12,05,10.0,7.8,1023.2,60,3.1,7,0.0,0.0
724940:23234,2008,01,12,06,10.0,7.8,1023.4,60,3.1,6,0.0,0.0
724940:23234,2008,01,12,07,9.4,7.2,1023.8,70,2.6,8,0.0,0.0
724940:23234,2008,01,12,08,0.0,999.9,0.0,0,0.0,8,0.0,0.0
724940:23234,2008,01,12,09,9.4,7.2,1023.4,70,3.6,7,0.0,0.0
724940:23234,2008,01,12,10,8.9,7.8,1023.5,120,3.1,7,0.0,0.0
724940:23234,2008,01,12,11,8.9,7.2,1024.0,0,0.0,8,0.0,0.0
724940:23234,2008,01,12,12,8.9,7.2,1023.7,120,2.6,8,0.0,0.0
724940:23234,2008,01,12,13,9.4,6.7,1024.2,80,2.1,8,0.0,0.0
724940:23234,2008,01,12,14,8.9,6.7,1024.6,70,4.6,8,0.0,0.0
724940:23234,2008,01,12,15,8.9,6.1,1024.8,70,4.6,8,0.0,0.0
724940:23234,2008,01,12,16,8.9,6.7,1025.0,90,4.1,8,0.0,0.0
724940:23234,2008,01,12,17,9.4,6.7,1025.6,90,2.1,7,0.0,0.0
724940:23234,2008,01,12,18,10.6,6.7,1026.1,0,0.0,4,0.0,0.0
724940:23234,2008,01,12,19,10.6,6.7,1026.4,20,2.6,2,0.0,0.0
724940:23234,2008,01,12,20,11.1,7.8,1026.0,0,0.0,2,0.0,0.0
724940:23234,2008,01,12,21,10.6,7.2,1025.3,90,1.5,2,0.0,0.0
724940:23234,2008,01,12,22,11.7,7.8,1024.9,0,0.0,2,0.0,0.0
724940:23234,2008,01,12,23,11.7,7.8,1024.4,0,0.0,2,0.0,0.0
724940:23234,2008,01,13,00,12.2,7.2,1024.6,0,0.0,2,0.0,0.0
724940:23234,2008,01,13,01,12.2,7.2,1024.5,0,0.0,2,0.0,0.0
724940:23234,2008,01,13,02,12.2,7.2,1024.7,0,0.0,2,0.0,0.0
724940:23234,2008,01,13,03,11.1,7.8,1025.2,0,0.0,2,0.0,0.0
724940:23234,2008,01,13,04,10.0,7.8,1025.6,110,1.5,0,0.0,0.0
724940:23234,2008,01,13,05,10.0,7.2,1026.1,0,0.0,0,0.0,0.0
724940:23234,2008,01,13,06,9.4,6.7,1026.2,0,0.0,0,0.0,0.0
724940:23234,2008,01,13,07,8.3,6.7,1026.2,180,1.5,2,0.0,0.0
724940:23234,2008,01,13,08,0.0,999.9,0.0,0,0.0,0,0.0,0.0
724940:23234,2008,01,13,09,9.4,6.7,1026.1,0,0.0,0,0.0,0.0
724940:23234,2008,01,13,10,7.8,6.1,1026.5,0,0.0,4,0.0,0.0
724940:23234,2008,01,13,11,7.8,6.1,1026.4,190,1.5,2,0.0,0.0
724940:23234,2008,01,13,12,7.2,6.1,1026.0,140,2.1,0,0.0,0.0
724940:23234,2008,01,13,13,8.3,6.7,1025.7,0,0.0,0,0.0,0.0
724940:23234,2008,01,13,14,7.8,6.1,1025.5,80,1.5,0,0.0,0.0
724940:23234,2008,01,13,15,8.9,7.2,1025.7,80,2.6,2,0.0,0.0
724940:23234,2008,01,13,16,6.7,5.6,1025.7,160,3.1,2,0.0,0.0
724940:23234,2008,01,13,17,8.3,6.7,1026.4,140,3.6,2,0.0,0.0
724940:23234,2008,01,13,18,10.0,7.2,1026.8,130,2.1,0,0.0,0.0
724940:23234,2008,01,13,19,11.1,7.8,1026.6,100,1.5,2,0.0,0.0
724940:23234,2008,01,13,20,12.2,7.8,1026.2,0,0.0,2,0.0,0.0
724940:23234,2008,01,13,21,12.8,6.1,1025.2,0,0.0,2,0.0,0.0
724940:23234,2008,01,13,22,13.9,5.6,1024.5,0,0.0,2,0.0,0.0
724940:23234,2008,01,13,23,13.3,6.1,1024.0,0,0.0,4,0.0,0.0
724940:23234,2008,01,14,00,13.9,6.1,1024.1,360,1.5,4,0.0,0.0
724940:23234,2008,01,14,01,12.2,7.2,1024.0,20,1.5,4,0.0,0.0
724940:23234,2008,01,14,02,11.1,7.8,1024.0,20,3.6,4,0.0,0.0
724940:23234,2008,01,14,03,11.1,7.2,1024.6,120,2.1,2,0.0,0.0
724940:23234,2008,01,14,04,10.6,7.2,1024.9,0,0.0,0,0.0,0.0
